fecha_foto,id_sku,stock_inicial_sistema,ingresos_almacen,stock_apertura,stock_disponible_cierre,stock_minimo,costo_unitario,quiebre_stock_flag,etl_source_file,etl_loaded_at
2024-03-22,SKU_20L,217,285,502,389,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-23,SKU_500ML,158,654,812,558,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-23,SKU_1L,304,0,304,117,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-23,SKU_20L,389,0,389,269,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-24,SKU_500ML,558,0,558,291,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-24,SKU_1L,117,348,465,274,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-24,SKU_20L,269,0,269,116,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-25,SKU_500ML,291,0,291,16,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-25,SKU_1L,274,0,274,44,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-25,SKU_20L,116,328,444,341,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-26,SKU_500ML,16,611,627,365,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-26,SKU_1L,44,328,372,198,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-26,SKU_20L,341,0,341,237,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-27,SKU_500ML,365,0,365,167,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-27,SKU_1L,198,538,736,537,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-27,SKU_20L,237,0,237,129,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-28,SKU_500ML,167,708,875,648,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-28,SKU_1L,537,0,537,327,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-28,SKU_20L,129,247,376,243,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-29,SKU_500ML,648,0,648,475,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-29,SKU_1L,327,0,327,149,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-29,SKU_20L,243,0,243,147,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-30,SKU_500ML,475,0,475,182,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-30,SKU_1L,149,435,584,372,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-30,SKU_20L,147,0,147,3,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-31,SKU_500ML,182,399,581,295,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-31,SKU_1L,372,0,372,133,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-03-31,SKU_20L,3,316,319,165,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-01,SKU_500ML,295,496,791,584,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-01,SKU_1L,133,427,560,381,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-01,SKU_20L,165,358,523,441,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-02,SKU_500ML,584,0,584,408,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-02,SKU_1L,381,0,381,271,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-02,SKU_20L,441,0,441,375,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-03,SKU_500ML,408,0,408,227,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-03,SKU_1L,271,0,271,154,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-03,SKU_20L,375,0,375,288,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-04,SKU_500ML,227,573,800,608,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-04,SKU_1L,154,528,682,516,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-04,SKU_20L,288,0,288,205,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-05,SKU_500ML,608,0,608,381,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-05,SKU_1L,516,0,516,356,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-05,SKU_20L,205,0,205,123,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-06,SKU_500ML,381,0,381,134,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-06,SKU_1L,356,0,356,198,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-06,SKU_20L,123,374,497,380,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-07,SKU_500ML,134,448,582,318,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-07,SKU_1L,198,545,743,571,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-07,SKU_20L,380,0,380,263,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-08,SKU_500ML,318,569,887,696,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-08,SKU_1L,571,583,1154,960,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-08,SKU_20L,263,206,469,385,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-09,SKU_500ML,696,0,696,472,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-09,SKU_1L,960,0,960,830,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-09,SKU_20L,385,0,385,305,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-10,SKU_500ML,472,0,472,231,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-10,SKU_1L,830,0,830,665,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-10,SKU_20L,305,0,305,207,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-11,SKU_500ML,231,612,843,627,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-11,SKU_1L,665,0,665,463,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-11,SKU_20L,207,0,207,101,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-12,SKU_500ML,627,0,627,429,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-12,SKU_1L,463,0,463,321,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-12,SKU_20L,101,224,325,218,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-13,SKU_500ML,429,0,429,218,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-13,SKU_1L,321,0,321,148,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-13,SKU_20L,218,0,218,103,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-14,SKU_500ML,218,586,804,617,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-14,SKU_1L,148,314,462,282,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-14,SKU_20L,103,393,496,381,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-15,SKU_500ML,617,628,1245,1005,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-15,SKU_1L,282,0,282,97,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-15,SKU_20L,381,306,687,576,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-16,SKU_500ML,1005,0,1005,774,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-16,SKU_1L,97,570,667,499,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-16,SKU_20L,576,0,576,474,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-17,SKU_500ML,774,0,774,557,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-17,SKU_1L,499,0,499,327,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-17,SKU_20L,474,0,474,385,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-18,SKU_500ML,557,0,557,363,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-18,SKU_1L,327,0,327,178,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-18,SKU_20L,385,0,385,294,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-19,SKU_500ML,363,0,363,163,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-19,SKU_1L,178,401,579,471,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-19,SKU_20L,294,0,294,201,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-20,SKU_500ML,163,456,619,389,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-20,SKU_1L,471,0,471,303,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-20,SKU_20L,201,0,201,96,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-21,SKU_500ML,389,0,389,204,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-21,SKU_1L,303,0,303,106,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-21,SKU_20L,96,216,312,214,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-22,SKU_500ML,204,718,922,773,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-22,SKU_1L,106,501,607,467,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-22,SKU_20L,214,299,513,408,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-23,SKU_500ML,773,0,773,546,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-23,SKU_1L,467,0,467,303,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-23,SKU_20L,408,0,408,326,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-24,SKU_500ML,546,0,546,345,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-24,SKU_1L,303,0,303,153,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-24,SKU_20L,326,0,326,216,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-25,SKU_500ML,345,0,345,128,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-25,SKU_1L,153,386,539,411,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-25,SKU_20L,216,0,216,147,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-26,SKU_500ML,128,538,666,443,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-26,SKU_1L,411,0,411,269,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-26,SKU_20L,147,0,147,41,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-27,SKU_500ML,443,0,443,275,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-27,SKU_1L,269,0,269,69,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-27,SKU_20L,41,284,325,227,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-28,SKU_500ML,275,582,857,662,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-28,SKU_1L,69,438,507,361,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-28,SKU_20L,227,0,227,129,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-29,SKU_500ML,662,0,662,465,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-29,SKU_1L,361,0,361,221,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-29,SKU_20L,129,220,349,264,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-30,SKU_500ML,465,0,465,193,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-30,SKU_1L,221,0,221,11,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-04-30,SKU_20L,264,0,264,171,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-01,SKU_500ML,193,620,813,568,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-01,SKU_1L,11,272,283,134,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-01,SKU_20L,171,306,477,415,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-02,SKU_500ML,568,0,568,303,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-02,SKU_1L,134,443,577,442,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-02,SKU_20L,415,0,415,325,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-03,SKU_500ML,303,0,303,95,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-03,SKU_1L,442,0,442,269,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-03,SKU_20L,325,0,325,226,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-04,SKU_500ML,95,614,709,440,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-04,SKU_1L,269,0,269,62,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-04,SKU_20L,226,0,226,121,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-05,SKU_500ML,440,0,440,287,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-05,SKU_1L,62,376,438,275,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-05,SKU_20L,121,362,483,413,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-06,SKU_500ML,287,445,732,541,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-06,SKU_1L,275,0,275,97,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-06,SKU_20L,413,0,413,316,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-07,SKU_500ML,541,0,541,303,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-07,SKU_1L,97,549,646,443,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-07,SKU_20L,316,0,316,222,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-08,SKU_500ML,303,647,950,777,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-08,SKU_1L,443,510,953,790,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-08,SKU_20L,222,0,222,138,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-09,SKU_500ML,777,0,777,567,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-09,SKU_1L,790,0,790,618,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-09,SKU_20L,138,295,433,329,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-10,SKU_500ML,567,0,567,353,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-10,SKU_1L,618,0,618,467,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-10,SKU_20L,329,0,329,239,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-11,SKU_500ML,353,0,353,82,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-11,SKU_1L,467,0,467,301,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-11,SKU_20L,239,0,239,104,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-12,SKU_500ML,82,605,687,434,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-12,SKU_1L,301,0,301,107,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-12,SKU_20L,104,346,450,341,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-13,SKU_500ML,434,0,434,216,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-13,SKU_1L,107,415,522,396,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-13,SKU_20L,341,0,341,249,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-14,SKU_500ML,216,636,852,595,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-14,SKU_1L,396,0,396,224,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-14,SKU_20L,249,0,249,163,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-15,SKU_500ML,595,595,1190,947,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-15,SKU_1L,224,487,711,523,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-15,SKU_20L,163,333,496,388,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-16,SKU_500ML,947,0,947,702,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-16,SKU_1L,523,0,523,338,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-16,SKU_20L,388,0,388,284,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-17,SKU_500ML,702,0,702,523,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-17,SKU_1L,338,0,338,203,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-17,SKU_20L,284,0,284,195,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-18,SKU_500ML,523,0,523,304,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-18,SKU_1L,203,448,651,465,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-18,SKU_20L,195,0,195,89,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-19,SKU_500ML,304,0,304,61,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-19,SKU_1L,465,0,465,300,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-19,SKU_20L,89,338,427,310,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-20,SKU_500ML,61,525,586,433,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-20,SKU_1L,300,0,300,159,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-20,SKU_20L,310,0,310,228,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-21,SKU_500ML,433,0,433,259,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-21,SKU_1L,159,383,542,397,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-21,SKU_20L,228,0,228,131,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-22,SKU_500ML,259,776,1035,887,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-22,SKU_1L,397,0,397,218,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-22,SKU_20L,131,237,368,267,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-23,SKU_500ML,887,0,887,695,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-23,SKU_1L,218,0,218,49,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-23,SKU_20L,267,0,267,191,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-24,SKU_500ML,695,0,695,476,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-24,SKU_1L,49,459,508,330,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-24,SKU_20L,191,0,191,81,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-25,SKU_500ML,476,0,476,220,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-25,SKU_1L,330,0,330,176,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-25,SKU_20L,81,307,388,287,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-26,SKU_500ML,220,526,746,513,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-26,SKU_1L,176,415,591,413,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-26,SKU_20L,287,0,287,167,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-27,SKU_500ML,513,0,513,306,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-27,SKU_1L,413,0,413,241,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-27,SKU_20L,167,0,167,92,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-28,SKU_500ML,306,0,306,102,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-28,SKU_1L,241,0,241,105,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-28,SKU_20L,92,324,416,336,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-29,SKU_500ML,102,711,813,680,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-29,SKU_1L,105,602,707,534,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-29,SKU_20L,336,0,336,242,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-30,SKU_500ML,680,0,680,456,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-30,SKU_1L,534,0,534,412,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-30,SKU_20L,242,0,242,132,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-31,SKU_500ML,456,0,456,293,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-31,SKU_1L,412,0,412,264,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-05-31,SKU_20L,132,314,446,348,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-01,SKU_500ML,293,0,293,117,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-01,SKU_1L,264,432,696,513,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-01,SKU_20L,348,292,640,543,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-02,SKU_500ML,117,692,809,632,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-02,SKU_1L,513,0,513,402,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-02,SKU_20L,543,0,543,463,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-03,SKU_500ML,632,0,632,449,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-03,SKU_1L,402,0,402,257,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-03,SKU_20L,463,0,463,375,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-04,SKU_500ML,449,0,449,267,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-04,SKU_1L,257,0,257,123,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-04,SKU_20L,375,0,375,308,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-05,SKU_500ML,267,601,868,737,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-05,SKU_1L,123,572,695,581,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-05,SKU_20L,308,0,308,229,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-06,SKU_500ML,737,0,737,583,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-06,SKU_1L,581,0,581,444,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-06,SKU_20L,229,0,229,154,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-07,SKU_500ML,583,0,583,408,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-07,SKU_1L,444,0,444,355,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-07,SKU_20L,154,0,154,91,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-08,SKU_500ML,408,454,862,638,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-08,SKU_1L,355,440,795,647,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-08,SKU_20L,91,330,421,328,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-09,SKU_500ML,638,0,638,517,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-09,SKU_1L,647,0,647,553,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-09,SKU_20L,328,0,328,239,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-10,SKU_500ML,517,0,517,389,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-10,SKU_1L,553,0,553,450,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-10,SKU_20L,239,0,239,165,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-11,SKU_500ML,389,0,389,236,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-11,SKU_1L,450,0,450,308,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-11,SKU_20L,165,0,165,105,120,3.80,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-12,SKU_500ML,236,456,692,529,240,0.55,false,sap_inventario_diario.csv,2026-05-30 00:00:00
2024-06-12,SKU_1L,308,0,308,159,180,0.85,false,sap_inventario_diario.csv,2026-05-30 00:00:00
