id_transaccion,fecha_venta,id_cliente,id_canal,id_campana,estado_venta,etl_source_file,etl_loaded_at
TX_000575,2024-02-08 08:11:00,CLI_0034,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000576,2024-02-08 16:03:00,CLI_0017,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000577,2024-02-08 16:47:00,CLI_0054,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000578,2024-02-08 14:33:00,CLI_0015,CH_02,CAMP_005,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000579,2024-02-08 11:47:00,CLI_0009,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000580,2024-02-09 09:30:00,CLI_0058,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000581,2024-02-09 14:49:00,CLI_0047,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000582,2024-02-09 08:32:00,CLI_0076,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000583,2024-02-09 16:06:00,CLI_0058,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000584,2024-02-09 08:32:00,CLI_0029,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000585,2024-02-09 08:39:00,CLI_0006,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000586,2024-02-09 15:46:00,CLI_0101,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000587,2024-02-09 12:58:00,CLI_0111,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000588,2024-02-09 15:42:00,CLI_0067,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000589,2024-02-09 08:19:00,CLI_0059,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000590,2024-02-09 13:41:00,CLI_0004,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000591,2024-02-10 10:03:00,CLI_0062,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000592,2024-02-10 11:54:00,CLI_0052,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000593,2024-02-10 09:27:00,CLI_0088,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000594,2024-02-10 12:06:00,CLI_0063,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000595,2024-02-10 08:45:00,CLI_0117,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000596,2024-02-10 15:28:00,CLI_0010,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000597,2024-02-10 19:57:00,CLI_0011,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000598,2024-02-10 17:20:00,CLI_0078,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000599,2024-02-10 10:09:00,CLI_0009,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000600,2024-02-10 10:08:00,CLI_0036,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000601,2024-02-10 19:39:00,CLI_0082,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000602,2024-02-10 16:37:00,CLI_0071,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000603,2024-02-10 21:45:00,CLI_0042,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000604,2024-02-10 21:24:00,CLI_0077,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000605,2024-02-10 13:33:00,CLI_0038,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000606,2024-02-10 13:29:00,CLI_0065,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000607,2024-02-10 18:38:00,CLI_0056,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000608,2024-02-10 16:06:00,CLI_0102,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000609,2024-02-10 18:44:00,CLI_0015,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000610,2024-02-11 12:54:00,CLI_0084,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000611,2024-02-11 13:41:00,CLI_0113,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000612,2024-02-11 19:49:00,CLI_0071,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000613,2024-02-11 14:46:00,CLI_0111,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000614,2024-02-11 16:13:00,CLI_0056,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000615,2024-02-11 14:28:00,CLI_0114,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000616,2024-02-11 15:14:00,CLI_0053,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000617,2024-02-11 16:21:00,CLI_0106,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000618,2024-02-11 15:29:00,CLI_0052,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000619,2024-02-11 12:26:00,CLI_0094,CH_04,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000620,2024-02-11 09:06:00,CLI_0041,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000621,2024-02-11 17:27:00,CLI_0041,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000622,2024-02-11 15:42:00,CLI_0033,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000623,2024-02-11 14:23:00,CLI_0020,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000624,2024-02-11 19:43:00,CLI_0119,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000625,2024-02-12 14:30:00,CLI_0009,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000626,2024-02-12 16:05:00,CLI_0107,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000627,2024-02-12 09:05:00,CLI_0012,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000628,2024-02-12 21:27:00,CLI_0013,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000629,2024-02-12 15:47:00,CLI_0095,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000630,2024-02-12 09:23:00,CLI_0104,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000631,2024-02-12 09:08:00,CLI_0072,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000632,2024-02-12 16:03:00,CLI_0076,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000633,2024-02-12 14:35:00,CLI_0072,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000634,2024-02-12 16:21:00,CLI_0086,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000635,2024-02-12 10:07:00,CLI_0053,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000636,2024-02-12 13:22:00,CLI_0112,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000637,2024-02-12 19:42:00,CLI_0097,CH_02,CAMP_004,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000638,2024-02-12 21:27:00,CLI_0112,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000639,2024-02-12 13:58:00,CLI_0093,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000640,2024-02-12 11:03:00,CLI_0037,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000641,2024-02-12 17:38:00,CLI_0040,CH_03,CAMP_005,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000642,2024-02-12 14:22:00,CLI_0014,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000643,2024-02-13 12:36:00,CLI_0065,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000644,2024-02-13 18:13:00,CLI_0020,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000645,2024-02-13 11:42:00,CLI_0062,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000646,2024-02-13 15:14:00,CLI_0109,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000647,2024-02-13 11:06:00,CLI_0045,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000648,2024-02-13 18:54:00,CLI_0072,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000649,2024-02-13 19:23:00,CLI_0015,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000650,2024-02-13 11:48:00,CLI_0036,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000651,2024-02-13 08:36:00,CLI_0029,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000652,2024-02-13 18:51:00,CLI_0055,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000653,2024-02-13 15:54:00,CLI_0072,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000654,2024-02-13 21:49:00,CLI_0105,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000655,2024-02-13 16:39:00,CLI_0079,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000656,2024-02-13 14:43:00,CLI_0083,CH_04,CAMP_004,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000657,2024-02-13 17:35:00,CLI_0004,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000658,2024-02-13 19:38:00,CLI_0119,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000659,2024-02-14 19:42:00,CLI_0107,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000660,2024-02-14 10:44:00,CLI_0035,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000661,2024-02-14 19:01:00,CLI_0024,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000662,2024-02-14 09:17:00,CLI_0090,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000663,2024-02-14 16:48:00,CLI_0040,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000664,2024-02-14 08:58:00,CLI_0044,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000665,2024-02-14 19:22:00,CLI_0001,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000666,2024-02-14 08:11:00,CLI_0112,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000667,2024-02-14 14:09:00,CLI_0073,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000668,2024-02-14 21:42:00,CLI_0052,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000669,2024-02-14 10:04:00,CLI_0019,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000670,2024-02-14 17:47:00,CLI_0082,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000671,2024-02-14 11:01:00,CLI_0012,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000672,2024-02-14 14:47:00,CLI_0068,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000673,2024-02-14 17:13:00,CLI_0049,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000674,2024-02-14 10:26:00,CLI_0059,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000675,2024-02-14 13:21:00,CLI_0021,CH_02,CAMP_005,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000676,2024-02-15 12:23:00,CLI_0040,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000677,2024-02-15 10:46:00,CLI_0042,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000678,2024-02-15 12:49:00,CLI_0073,CH_04,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000679,2024-02-15 09:38:00,CLI_0011,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000680,2024-02-15 09:56:00,CLI_0007,CH_03,CAMP_004,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000681,2024-02-15 13:09:00,CLI_0021,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000682,2024-02-15 09:48:00,CLI_0080,CH_03,CAMP_004,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000683,2024-02-15 15:03:00,CLI_0087,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000684,2024-02-15 17:05:00,CLI_0035,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000685,2024-02-15 08:28:00,CLI_0085,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000686,2024-02-16 21:27:00,CLI_0063,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000687,2024-02-16 14:38:00,CLI_0057,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000688,2024-02-16 15:26:00,CLI_0035,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000689,2024-02-16 18:13:00,CLI_0097,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000690,2024-02-16 21:32:00,CLI_0015,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000691,2024-02-16 11:22:00,CLI_0056,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000692,2024-02-16 16:07:00,CLI_0037,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000693,2024-02-16 11:43:00,CLI_0087,CH_04,CAMP_004,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000694,2024-02-16 11:37:00,CLI_0063,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000695,2024-02-16 14:33:00,CLI_0086,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000696,2024-02-16 18:19:00,CLI_0006,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000697,2024-02-16 12:14:00,CLI_0051,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000698,2024-02-16 19:38:00,CLI_0008,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000699,2024-02-17 15:00:00,CLI_0027,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000700,2024-02-17 18:19:00,CLI_0028,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000701,2024-02-17 15:49:00,CLI_0018,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000702,2024-02-17 18:48:00,CLI_0033,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000703,2024-02-17 12:18:00,CLI_0042,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000704,2024-02-17 09:07:00,CLI_0001,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000705,2024-02-17 15:31:00,CLI_0096,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000706,2024-02-17 11:27:00,CLI_0023,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000707,2024-02-17 13:08:00,CLI_0049,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000708,2024-02-17 08:34:00,CLI_0091,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000709,2024-02-17 12:14:00,CLI_0065,CH_03,CAMP_004,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000710,2024-02-17 13:35:00,CLI_0107,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000711,2024-02-17 19:42:00,CLI_0104,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000712,2024-02-17 13:22:00,CLI_0010,CH_04,CAMP_005,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000713,2024-02-17 08:25:00,CLI_0111,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000714,2024-02-17 17:47:00,CLI_0006,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000715,2024-02-17 15:27:00,CLI_0003,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000716,2024-02-18 10:29:00,CLI_0118,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000717,2024-02-18 10:04:00,CLI_0111,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000718,2024-02-18 11:20:00,CLI_0074,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000719,2024-02-18 21:27:00,CLI_0074,CH_04,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000720,2024-02-18 17:25:00,CLI_0091,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000721,2024-02-18 16:40:00,CLI_0054,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000722,2024-02-18 10:18:00,CLI_0015,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000723,2024-02-18 08:25:00,CLI_0003,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000724,2024-02-18 09:20:00,CLI_0022,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000725,2024-02-18 11:51:00,CLI_0080,CH_02,CAMP_005,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000726,2024-02-18 12:29:00,CLI_0107,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000727,2024-02-19 13:44:00,CLI_0118,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000728,2024-02-19 20:23:00,CLI_0012,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000729,2024-02-19 11:27:00,CLI_0109,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000730,2024-02-19 11:06:00,CLI_0032,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000731,2024-02-19 13:27:00,CLI_0076,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000732,2024-02-19 20:25:00,CLI_0068,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000733,2024-02-19 09:05:00,CLI_0051,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000734,2024-02-19 17:55:00,CLI_0040,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000735,2024-02-19 16:47:00,CLI_0044,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000736,2024-02-19 11:14:00,CLI_0043,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000737,2024-02-19 19:49:00,CLI_0022,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000738,2024-02-19 12:04:00,CLI_0066,CH_04,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000739,2024-02-19 18:40:00,CLI_0015,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000740,2024-02-20 14:33:00,CLI_0066,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000741,2024-02-20 09:12:00,CLI_0116,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000742,2024-02-20 10:49:00,CLI_0045,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000743,2024-02-20 13:22:00,CLI_0094,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000744,2024-02-20 14:52:00,CLI_0083,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000745,2024-02-20 15:52:00,CLI_0019,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000746,2024-02-20 15:15:00,CLI_0014,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000747,2024-02-20 17:09:00,CLI_0033,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000748,2024-02-20 12:12:00,CLI_0023,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000749,2024-02-20 19:38:00,CLI_0020,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000750,2024-02-20 14:48:00,CLI_0098,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000751,2024-02-20 11:41:00,CLI_0010,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000752,2024-02-20 14:11:00,CLI_0099,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000753,2024-02-20 17:40:00,CLI_0064,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000754,2024-02-20 08:29:00,CLI_0097,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000755,2024-02-21 08:36:00,CLI_0098,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000756,2024-02-21 13:37:00,CLI_0058,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000757,2024-02-21 08:43:00,CLI_0119,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000758,2024-02-21 19:56:00,CLI_0073,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000759,2024-02-21 15:41:00,CLI_0082,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000760,2024-02-21 10:39:00,CLI_0042,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000761,2024-02-21 08:55:00,CLI_0081,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000762,2024-02-21 18:20:00,CLI_0020,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000763,2024-02-21 21:28:00,CLI_0009,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000764,2024-02-21 15:30:00,CLI_0057,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000765,2024-02-21 11:40:00,CLI_0039,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000766,2024-02-21 13:50:00,CLI_0036,CH_04,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000767,2024-02-21 15:37:00,CLI_0008,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000768,2024-02-21 21:22:00,CLI_0065,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000769,2024-02-21 09:04:00,CLI_0040,CH_04,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000770,2024-02-21 13:29:00,CLI_0058,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000771,2024-02-21 08:02:00,CLI_0008,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000772,2024-02-21 11:23:00,CLI_0107,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000773,2024-02-21 17:18:00,CLI_0010,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000774,2024-02-21 17:41:00,CLI_0111,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000775,2024-02-21 19:54:00,CLI_0012,CH_02,CAMP_005,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000776,2024-02-21 10:39:00,CLI_0077,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000777,2024-02-21 08:32:00,CLI_0050,CH_02,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000778,2024-02-22 13:29:00,CLI_0075,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000779,2024-02-22 16:35:00,CLI_0102,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000780,2024-02-22 10:47:00,CLI_0115,CH_02,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000781,2024-02-22 11:02:00,CLI_0058,CH_03,CAMP_006,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000782,2024-02-22 19:58:00,CLI_0104,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000783,2024-02-22 16:36:00,CLI_0084,CH_03,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000784,2024-02-22 14:12:00,CLI_0042,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000785,2024-02-22 08:38:00,CLI_0061,CH_01,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
TX_000786,2024-02-22 11:32:00,CLI_0020,CH_04,,Completada,sap_ventas_cabecera.csv,2026-05-30 00:00:00
