id_transaccion,linea_detalle,id_sku,cantidad_vendida,precio_unitario_aplicado,porcentaje_descuento,monto_descuento,monto_linea,etl_source_file,etl_loaded_at
TX_001200,1,SKU_500ML,29,1.20,0,0.00,34.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001201,1,SKU_500ML,30,1.20,0,0.00,36.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001202,1,SKU_500ML,30,1.20,0,0.00,36.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001203,1,SKU_1L,30,2.00,0,0.00,60.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001204,1,SKU_1L,38,2.00,0,0.00,76.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001205,1,SKU_1L,36,2.00,0,0.00,72.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001206,1,SKU_1L,31,2.00,0,0.00,62.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001207,1,SKU_1L,30,2.00,0,0.00,60.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001208,1,SKU_20L,15,7.50,0,0.00,112.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001209,1,SKU_20L,15,7.50,0,0.00,112.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001210,1,SKU_20L,17,7.50,0,0.00,127.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001211,1,SKU_20L,24,7.50,0,0.00,180.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001212,1,SKU_20L,18,7.50,0,0.00,135.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001213,1,SKU_20L,29,7.50,0,0.00,217.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001214,1,SKU_500ML,25,1.20,0,0.00,30.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001215,1,SKU_500ML,22,1.20,0,0.00,26.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001216,1,SKU_500ML,29,1.20,0,0.00,34.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001217,1,SKU_500ML,27,1.20,0,0.00,32.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001218,1,SKU_500ML,20,1.20,0,0.00,24.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001219,1,SKU_500ML,31,1.20,0,0.00,37.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001220,1,SKU_500ML,20,1.20,0,0.00,24.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001221,1,SKU_500ML,29,1.20,0,0.00,34.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001222,1,SKU_500ML,23,1.20,0,0.00,27.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001223,1,SKU_500ML,24,1.20,0,0.00,28.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001224,1,SKU_1L,82,2.00,0,0.00,164.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001225,1,SKU_1L,84,2.00,0,0.00,168.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001226,1,SKU_1L,69,2.00,0,0.00,138.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001227,1,SKU_20L,18,7.50,0,0.00,135.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001228,1,SKU_20L,17,7.50,0,0.00,127.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001229,1,SKU_20L,12,7.50,0,0.00,90.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001230,1,SKU_20L,15,7.50,0,0.00,112.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001231,1,SKU_20L,17,7.50,0,0.00,127.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001232,1,SKU_20L,16,7.50,0,0.00,120.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001233,1,SKU_20L,18,7.50,0,0.00,135.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001234,1,SKU_500ML,27,1.20,0,0.00,32.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001235,1,SKU_500ML,39,1.20,0,0.00,46.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001236,1,SKU_500ML,38,1.20,0,0.00,45.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001237,1,SKU_500ML,43,1.20,0,0.00,51.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001238,1,SKU_500ML,34,1.20,0,0.00,40.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001239,1,SKU_500ML,35,1.20,0,0.00,42.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001240,1,SKU_500ML,38,1.20,0,0.00,45.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001241,1,SKU_1L,46,2.00,0,0.00,92.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001242,1,SKU_1L,33,2.00,0,0.00,66.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001243,1,SKU_1L,37,2.00,0,0.00,74.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001244,1,SKU_1L,39,2.00,0,0.00,78.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001245,1,SKU_1L,32,2.00,0,0.00,64.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001246,1,SKU_20L,37,7.50,0,0.00,277.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001247,1,SKU_20L,42,7.50,0,0.00,315.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001248,1,SKU_20L,41,7.50,0,0.00,307.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001249,1,SKU_500ML,79,1.20,0,0.00,94.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001250,1,SKU_500ML,103,1.20,0,0.00,123.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001251,1,SKU_500ML,85,1.20,0,0.00,102.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001252,1,SKU_1L,15,2.00,0,0.00,30.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001253,1,SKU_1L,18,2.00,0,0.00,36.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001254,1,SKU_1L,20,2.00,0,0.00,40.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001255,1,SKU_1L,20,2.00,0,0.00,40.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001256,1,SKU_1L,25,2.00,0,0.00,50.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001257,1,SKU_1L,15,2.00,0,0.00,30.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001258,1,SKU_1L,29,2.00,0,0.00,58.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001259,1,SKU_1L,27,2.00,0,0.00,54.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001260,1,SKU_1L,22,2.00,0,0.00,44.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001261,1,SKU_20L,31,7.50,0,0.00,232.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001262,1,SKU_20L,28,7.50,0,0.00,210.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001263,1,SKU_20L,31,7.50,0,0.00,232.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001264,1,SKU_20L,27,7.50,0,0.00,202.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001265,1,SKU_20L,36,7.50,0,0.00,270.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001266,1,SKU_500ML,12,1.20,0,0.00,14.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001267,1,SKU_500ML,16,1.20,0,0.00,19.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001268,1,SKU_500ML,21,1.20,0,0.00,25.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001269,1,SKU_500ML,21,1.20,0,0.00,25.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001270,1,SKU_500ML,22,1.20,0,0.00,26.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001271,1,SKU_500ML,24,1.20,0,0.00,28.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001272,1,SKU_500ML,25,1.20,0,0.00,30.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001273,1,SKU_500ML,26,1.20,0,0.00,31.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001274,1,SKU_500ML,21,1.20,0,0.00,25.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001275,1,SKU_500ML,22,1.20,0,0.00,26.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001276,1,SKU_500ML,42,1.20,0,0.00,50.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001277,1,SKU_500ML,23,1.20,0,0.00,27.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001278,1,SKU_1L,28,2.00,0,0.00,56.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001279,1,SKU_1L,31,2.00,0,0.00,62.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001280,1,SKU_1L,25,2.00,0,0.00,50.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001281,1,SKU_1L,17,2.00,0,0.00,34.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001282,1,SKU_1L,32,2.00,0,0.00,64.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001283,1,SKU_1L,35,2.00,0,0.00,70.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001284,1,SKU_1L,32,2.00,0,0.00,64.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001285,1,SKU_1L,30,2.00,0,0.00,60.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001286,1,SKU_20L,103,7.50,0,0.00,772.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001287,1,SKU_500ML,35,1.20,0,0.00,42.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001288,1,SKU_500ML,21,1.20,0,0.00,25.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001289,1,SKU_500ML,38,1.20,0,0.00,45.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001290,1,SKU_500ML,25,1.20,0,0.00,30.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001291,1,SKU_500ML,27,1.20,0,0.00,32.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001292,1,SKU_500ML,23,1.20,0,0.00,27.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001293,1,SKU_500ML,28,1.20,0,0.00,33.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001294,1,SKU_500ML,25,1.20,0,0.00,30.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001295,1,SKU_500ML,40,1.20,0,0.00,48.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001296,1,SKU_1L,87,2.00,0,0.00,174.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001297,1,SKU_1L,87,2.00,0,0.00,174.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001298,1,SKU_20L,8,7.50,0,0.00,60.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001299,1,SKU_20L,19,7.50,0,0.00,142.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001300,1,SKU_20L,20,7.50,0,0.00,150.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001301,1,SKU_20L,22,7.50,0,0.00,165.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001302,1,SKU_20L,18,7.50,0,0.00,135.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001303,1,SKU_20L,17,7.50,0,0.00,127.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001304,1,SKU_500ML,31,1.20,0,0.00,37.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001305,1,SKU_500ML,33,1.20,0,0.00,39.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001306,1,SKU_500ML,37,1.20,0,0.00,44.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001307,1,SKU_500ML,30,1.20,0,0.00,36.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001308,1,SKU_500ML,38,1.20,0,0.00,45.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001309,1,SKU_500ML,29,1.20,0,0.00,34.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001310,1,SKU_1L,38,2.00,0,0.00,76.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001311,1,SKU_1L,34,2.00,0,0.00,68.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001312,1,SKU_1L,34,2.00,0,0.00,68.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001313,1,SKU_1L,24,2.00,0,0.00,48.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001314,1,SKU_1L,31,2.00,0,0.00,62.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001315,1,SKU_1L,38,2.00,0,0.00,76.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001316,1,SKU_20L,15,7.50,0,0.00,112.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001317,1,SKU_20L,14,7.50,0,0.00,105.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001318,1,SKU_20L,15,7.50,0,0.00,112.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001319,1,SKU_20L,13,7.50,0,0.00,97.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001320,1,SKU_20L,18,7.50,0,0.00,135.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001321,1,SKU_20L,17,7.50,0,0.00,127.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001322,1,SKU_20L,16,7.50,0,0.00,120.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001323,1,SKU_500ML,33,1.20,0,0.00,39.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001324,1,SKU_500ML,30,1.20,0,0.00,36.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001325,1,SKU_500ML,45,1.20,0,0.00,54.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001326,1,SKU_500ML,35,1.20,0,0.00,42.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001327,1,SKU_500ML,30,1.20,0,0.00,36.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001328,1,SKU_500ML,20,1.20,0,0.00,24.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001329,1,SKU_500ML,34,1.20,0,0.00,40.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001330,1,SKU_1L,56,2.00,0,0.00,112.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001331,1,SKU_1L,58,2.00,0,0.00,116.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001332,1,SKU_1L,46,2.00,0,0.00,92.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001333,1,SKU_1L,50,2.00,0,0.00,100.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001334,1,SKU_20L,133,7.50,0,0.00,997.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001335,1,SKU_500ML,20,1.20,0,0.00,24.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001336,1,SKU_500ML,26,1.20,0,0.00,31.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001337,1,SKU_500ML,26,1.20,0,0.00,31.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001338,1,SKU_500ML,41,1.20,0,0.00,49.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001339,1,SKU_500ML,33,1.20,0,0.00,39.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001340,1,SKU_500ML,27,1.20,0,0.00,32.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001341,1,SKU_1L,26,2.00,0,0.00,52.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001342,1,SKU_1L,30,2.00,0,0.00,60.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001343,1,SKU_1L,20,2.00,0,0.00,40.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001344,1,SKU_1L,29,2.00,0,0.00,58.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001345,1,SKU_1L,25,2.00,0,0.00,50.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001346,1,SKU_1L,28,2.00,0,0.00,56.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001347,1,SKU_1L,20,2.00,0,0.00,40.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001348,1,SKU_20L,96,7.50,0,0.00,720.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001349,1,SKU_500ML,150,1.20,0,0.00,180.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001350,1,SKU_500ML,143,1.20,0,0.00,171.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001351,1,SKU_1L,41,2.00,0,0.00,82.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001352,1,SKU_1L,46,2.00,0,0.00,92.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001353,1,SKU_1L,37,2.00,0,0.00,74.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001354,1,SKU_1L,45,2.00,0,0.00,90.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001355,1,SKU_1L,43,2.00,0,0.00,86.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001356,1,SKU_20L,30,7.50,0,0.00,225.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001357,1,SKU_20L,22,7.50,0,0.00,165.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001358,1,SKU_20L,22,7.50,0,0.00,165.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001359,1,SKU_20L,21,7.50,0,0.00,157.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001360,1,SKU_20L,24,7.50,0,0.00,180.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001361,1,SKU_20L,25,7.50,0,0.00,187.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001362,1,SKU_500ML,72,1.20,0,0.00,86.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001363,1,SKU_500ML,79,1.20,0,0.00,94.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001364,1,SKU_500ML,68,1.20,0,0.00,81.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001365,1,SKU_500ML,67,1.20,0,0.00,80.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001366,1,SKU_1L,100,2.00,0,0.00,200.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001367,1,SKU_1L,67,2.00,0,0.00,134.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001368,1,SKU_1L,72,2.00,0,0.00,144.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001369,1,SKU_20L,154,7.50,0,0.00,1155.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001370,1,SKU_500ML,29,1.20,0,0.00,34.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001371,1,SKU_500ML,20,1.20,0,0.00,24.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001372,1,SKU_500ML,28,1.20,0,0.00,33.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001373,1,SKU_500ML,32,1.20,0,0.00,38.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001374,1,SKU_500ML,26,1.20,0,0.00,31.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001375,1,SKU_500ML,37,1.20,0,0.00,44.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001376,1,SKU_500ML,35,1.20,0,0.00,42.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001377,1,SKU_1L,51,2.00,0,0.00,102.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001378,1,SKU_1L,35,2.00,0,0.00,70.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001379,1,SKU_1L,38,2.00,0,0.00,76.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001380,1,SKU_1L,55,2.00,0,0.00,110.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001381,1,SKU_20L,52,7.50,0,0.00,390.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001382,1,SKU_20L,30,7.50,0,0.00,225.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001383,1,SKU_500ML,33,1.20,0,0.00,39.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001384,1,SKU_500ML,23,1.20,0,0.00,27.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001385,1,SKU_500ML,26,1.20,0,0.00,31.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001386,1,SKU_500ML,31,1.20,0,0.00,37.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001387,1,SKU_500ML,36,1.20,0,0.00,43.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001388,1,SKU_500ML,27,1.20,0,0.00,32.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001389,1,SKU_1L,36,2.00,0,0.00,72.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001390,1,SKU_1L,40,2.00,0,0.00,80.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001391,1,SKU_1L,34,2.00,0,0.00,68.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001392,1,SKU_20L,66,7.50,0,0.00,495.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001393,1,SKU_500ML,14,1.20,0,0.00,16.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001394,1,SKU_500ML,13,1.20,0,0.00,15.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001395,1,SKU_500ML,13,1.20,0,0.00,15.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001396,1,SKU_500ML,13,1.20,0,0.00,15.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001397,1,SKU_500ML,18,1.20,0,0.00,21.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001398,1,SKU_500ML,11,1.20,0,0.00,13.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001399,1,SKU_500ML,19,1.20,0,0.00,22.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001400,1,SKU_500ML,18,1.20,0,0.00,21.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001401,1,SKU_500ML,13,1.20,0,0.00,15.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001402,1,SKU_500ML,14,1.20,0,0.00,16.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001403,1,SKU_500ML,17,1.20,0,0.00,20.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001404,1,SKU_500ML,18,1.20,0,0.00,21.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001405,1,SKU_1L,65,2.00,0,0.00,130.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001406,1,SKU_1L,52,2.00,0,0.00,104.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001407,1,SKU_20L,25,7.50,0,0.00,187.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001408,1,SKU_20L,26,7.50,0,0.00,195.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001409,1,SKU_20L,36,7.50,0,0.00,270.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001410,1,SKU_500ML,32,1.20,0,0.00,38.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001411,1,SKU_500ML,39,1.20,0,0.00,46.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001412,1,SKU_500ML,36,1.20,0,0.00,43.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001413,1,SKU_500ML,30,1.20,0,0.00,36.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001414,1,SKU_500ML,32,1.20,0,0.00,38.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001415,1,SKU_500ML,23,1.20,0,0.00,27.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001416,1,SKU_1L,36,2.00,0,0.00,72.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001417,1,SKU_1L,21,2.00,0,0.00,42.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001418,1,SKU_1L,24,2.00,0,0.00,48.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001419,1,SKU_1L,32,2.00,0,0.00,64.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001420,1,SKU_1L,28,2.00,0,0.00,56.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001421,1,SKU_1L,25,2.00,0,0.00,50.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001422,1,SKU_20L,36,7.50,0,0.00,270.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001423,1,SKU_20L,47,7.50,0,0.00,352.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001424,1,SKU_500ML,39,1.20,0,0.00,46.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001425,1,SKU_500ML,41,1.20,0,0.00,49.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001426,1,SKU_500ML,39,1.20,0,0.00,46.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001427,1,SKU_500ML,41,1.20,0,0.00,49.20,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001428,1,SKU_500ML,29,1.20,0,0.00,34.80,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001429,1,SKU_500ML,38,1.20,0,0.00,45.60,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001430,1,SKU_1L,160,2.00,0,0.00,320.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001431,1,SKU_20L,9,7.50,0,0.00,67.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001432,1,SKU_20L,10,7.50,0,0.00,75.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001433,1,SKU_20L,17,7.50,0,0.00,127.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001434,1,SKU_20L,15,7.50,0,0.00,112.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001435,1,SKU_20L,18,7.50,0,0.00,135.00,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001436,1,SKU_20L,13,7.50,0,0.00,97.50,sap_ventas_detalle.csv,2026-05-30 00:00:00
TX_001437,1,SKU_500ML,62,1.20,0,0.00,74.40,sap_ventas_detalle.csv,2026-05-30 00:00:00
